100,0.19,0.227,0,0.773,41.5991
100,0.2,0.144,0,0.856,40.0556
110,0.1,0.981,0,0.019,198.044
110,0.11,0.963,0,0.037,125.969
110,0.12,0.939,0,0.061,95.4015
110,0.13,0.886,0,0.114,78.3386
110,0.14,0.835,0,0.165,66.5006
110,0.15,0.73,0,0.27,58.1425
110,0.16,0.67,0,0.33,52.6478
110,0.17,0.551,0,0.449,47.3358
110,0.18,0.395,0,0.605,43.2405
110,0.19,0.293,0,0.707,41.4096
110,0.2,0.22,0,0.78,39.0136
120,0.1,0.986,0,0.014,205.17
120,0.11,0.979,0,0.021,128.116
120,0.12,0.952,0,0.048,96.8971
120,0.13,0.93,0,0.07,78.0462
120,0.14,0.894,0,0.106,65.8188
120,0.15,0.832,0,0.168,57.9904
120,0.16,0.741,0,0.259,52.0715
120,0.17,0.622,0,0.378,48.3826
120,0.18,0.544,0,0.456,44.6599
120,0.19,0.408,0,0.592,41.9363
120,0.2,0.302,0,0.698,38.9834
130,0.1,0.995,0,0.005,207.722
130,0.11,0.989,0,0.011,129.067
130,0.12,0.982,0,0.018,98.5163
130,0.13,0.969,0,0.031,79.356
130,0.14,0.936,0,0.064,66.7254
130,0.15,0.894,0,0.106,58.8479
130,0.16,0.821,0,0.179,52.7357
130,0.17,0.722,0,0.278,48.59
130,0.18,0.609,0,0.391,44.8768
130,0.19,0.492,0,0.508,41.5691
130,0.2,0.386,0,0.614,39.8212
140,0.1,0.996,0,0.004,210.879
140,0.11,0.994,0,0.006,130.522
140,0.12,0.99,0,0.01,98.9182
140,0.13,0.983,0,0.017,79.8383
140,0.14,0.945,0,0.055,69.1693
140,0.15,0.932,0,0.068,59.0086
140,0.16,0.879,0,0.121,52.9579
140,0.17,0.801,0,0.199,48.8152
140,0.18,0.681,0,0.319,44.4479
140,0.19,0.581,0,0.419,41.895
140,0.2,0.454,0,0.546,39.3656
150,0.1,1,0,0,210.697
150,0.11,0.997,0,0.003,132.381
150,0.12,0.996,0,0.004,100.287
150,0.13,0.989,0,0.011,79.7735
150,0.14,0.972,0,0.028,68.1132
150,0.15,0.95,0,0.05,60.5316
150,0.16,0.92,0,0.08,54.5717
150,0.17,0.846,0,0.154,48.0827
150,0.18,0.778,0,0.222,45.4871
150,0.19,0.69,0,0.31,41.6725
150,0.2,0.558,0,0.442,39.1398
